Label,data,
case_study,"GSK’s Bioelectronics unit is developing miniaturised,  implantable connected devices to treat chronic diseases  such as diabetes or arthritis. As these will rely on mobile  networks to communicate back with the physicians for  monitoring purposes and to adjust the treatment, having  a secure, reliable and dedicated ‘network slice’ would be a  major advantage.",
case_study,"The Technology Integrated Health Management project  is developing patient and home monitoring solutions  for patients with dementia, which could benefit from the  increased bandwidth, reliability, security and device-to- device connectivity that can be supported by 5G networks  in the future.",
case_study,"Vodafone is trialling vehicle-to-vehicle communication  as well as geo-messaging solutions for cars along the A9  highway in Germany, between Munich and Ingolstadt, using  an advanced version of long term evolution (LTE), as part of  a testbed with other partners for future 5G services.",
case_study,"Scania is a frontrunner in connected vehicles, having over  200,000 connected vehicles on the road today. Scania has been  trialling platooning for several years and has now started a 5G trial  to look at the benefits of next generation mobile networks for  autonomous driving and platooning",
case_study,"Connected and autonomous vehicle technologies are one  of Jaguar Land Rover’s key priorities, and it is in a suite of  research projects including trialling vehicle-to-vehicle  and vehicle-to-infrastructure applications based on C-V2X connectivity, which is essentially a precursor of  5G technologies.",
case_study,"Roborace is currently developing autonomous electric  cars that will be used in car racing championships  around the world. The solution could benefit from 5G as  it would enhance safe operations, create a more dynamic  environment and enable new applications within the  Roborace experience, such as video broadcasting.",
case_study,Audi would benefit from the introduction of 5G networks to  improve pre-production and production processes as well  as post-production maintenance of fleet and vehicles.,
case_study,"CHAP is developing a SMART Decision Support Unit that  helps inform farmers about the risks from pathogens,  pests and weeds in order to reduce the use of pesticides.  This solution could benefit from next generation mobile  networks as more data could be included in the analysis,  and agricultural machinery could be connected to  autonomously take action",
case_study,"Vodafone is already able to provide drone connectivity  using 4G network capability. Vodafone is also working with  partners on the use of ‘drones as a service’ for future  applications, e.g. automatic drones for precision farming or  protecting critical infrastructure. Controlling the drones over  a 5G network would yield a number of important benefits.",
case_study,"INITION is an innovative production company specialised  in developing full immersive experiences. Amongst other  initiatives, INITION has been looking to move beyond pre- recorded and edited VR experiences and create live 360° 3D  virtual reality streams of events such as an orchestra,  which could potentially be enabled by next generation  mobile networks.",
case_study,"TwinVision has developed a ‘Digital Twin’ prototype,  using IoT sensors to re-create a 3D digital version of a  real-life sport event. TwinVision gives the audience the  ability to follow the event from a mobile app/VR device,  which increasingly requires lower latency and higher  bandwidth connectivity.",
case_study,"Resolution Games is an innovator, developing virtual reality  games for mobile headsets such as Google Daydream.  Although currently many VR games are single player  games, Resolution Games is focused on incorporating  online multiplayer functionality into their games.",
case_study,"For live TV production, Euro Media Group has to send vast  amounts of data from event sites to its production studio  in real time over fibre networks or rely on mobile production  units. 5G networks could replace the use of such units  and could enable direct transmission from the cameras to  the studio.",
case_study,5GEM is a collaborative research project which aims  to create a pilot production system for world- class  industrial manufacturing based on wireless and mobile  5G communication.,
case_study,"S based Gecko Health Innovations, acquired by Teva pharmaceuticals in September  2015, has developed their CareTRx™ platform for tracking and managing chronic  respiratory diseases.  A sensor device connects to the patient’s inhaler which tracks use  and gives patients reminders of doses.  Sensor information is collated by the CareTRx™  Journal App which tracks and records medications, symptoms, triggers, peak flow  measurements and flare  ups.  The patient can then view statistics and get feedback on  their use of their inhaler and share with medical teams.",
case_study,TIHM (Technology Integrated Health Management) for dementia is a new research study  funded by NHS England and Innovate UK with the key aims of improving the quality of  life for dementia patients and their carers. The study also aims to reduce hospital  admissions and in - patient volumes related to dementia by providing remote care an d  monitoring of patients in their own homes.  ,
case_study,Blackburn with Darwen council first introduced telecare in 2008 but in 2010 examined  telecare delivery models in other areas and set the objective of increasing telecare users  from 60 to 1800.   This programme eventually became branded the “Safe and Well”  programme and has included a contract with Tunstall Healthcare for telecare equipment  and services as well as a number of pilot schemes of new assisted living technologies  such as:,
case_study,The Royal Marsden NHS Foundation Trust has two hospital sites.  These are at Chelsea in  London and Sutton in Surrey.  They also have a Medi cal Daycare Unit at Kingston Hospital  and provide community services in the London Borough of Sutton.  ,
case_study,"aguar  Land Rover (JLR) is developing a wide range of connected car services for the near  to medium term, and is one of the leading firms carrying out development and trials in  the UK. Its emerging services will be launched to UK users at an early stage of  commercialisatio n. They are highly indicative of the type of services which will evolve in  future, and the type of network which will be required to support them. ",
case_study,"Jaguar Land Rover has demonstrated various enablers of future autonomous vehicle and  is a leader in all - terrain driving, which enables non - consumer applications for industrial  or milita ry use as per the picture below . This te chnology is being developed to help  drivers as well as autonomous vehicles. ",
case_study,"The rail operator manages rail infrastructure (track, stations, tunnels and signalling) on a  line where tr ains reach speeds of up to 300 kilometres  per hour (186 mph) . In terms of  wireless connectivity, they see two main advantages and priorities: ",
case_study,"According to DfT ; the in - train Wi - Fi programme will cover data (broadband) and voice  (over  Wi - Fi).  DfT is assuming passengers have (or will have) devices that support Wi - Fi  calling. MNO in - carriage coverage, as op posed to Wi - Fi coverage, is not a requirement as  it does not give universal internet access to all subscribers and passengers, given that not  all operators will have continuous coverage everywhere. ",
case_study,"Thames Water (TW) following signing a contract with Arqiva in March 2015 are deploying  smart water meters to the 3.3m properties  – this is the first UK deployment of smart  water meters and the meters connect by wireless. TW has already found that metered  customers use 11% less water than unmetered customers and smart meters were seen  as the next step in demand and network management bringing benefits of real time  analytics to pinpoint leaks for instance. TW has  more than 20,000 miles of water mains  and the smart meter platform will highlight continual usage which often indicates a leak.   TW research concluded that if nothing was done by 2020 there would be a shortfall of  133m litres of water per day as can be see n in..",
case_study,Isotrak is a UK company supplying fleet mana gement solutions globally.  In the UK Isotrak  partners with Vodafone to provide fleet management services across 99% of the UK. The  system can provide fleet managers with the ability to access real time intelligence on  vehicle locations and route analysis  and vehicle progress.  Geo - fe nces can be set up  allowing delivery recipients to be kept informed when a delivery is close. Perishable  goods can be monitored for temperature as well as rear door openings.,
case_study,"FacebookTwitterLinkedinemailCardiff, the capital city of Wales, has just upgraded 18,000 street lights in its city centre. The new lanterns are hugely efficient, and supremely smart. And yet the business case …",
case_study,FacebookTwitterLinkedinemailCanadian telematics firm Geotab is making available hyper-local weather and environmental data from its fleet of over one million vehicles across the globe. It is offering the live feed of …,
case_study,"FacebookTwitterLinkedinemailNote: This is the full version of an article that appeared previously as an excerpt, found here; it also forms part of a major new report on the state of …",
case_study,"FacebookTwitterLinkedinemailMomentum is building, fast, for smart manufacturing. Here, Enterprise IoT Insights presents five more use cases from leading industrial IoT (IIoT) solutions providers. Also, check out the major new report …",
case_study,"Having   a  network   capable   of  transferring   our   tactile  communication  through  Internet  will  help  us  to  move  from  today �s content  and information  delivery  Internet  to  a  manual  skill set delivery  Internet .  This  will  create  new  ways  of  Tele - teaching and  T ele - mentoring especially for manual  training and skill development . The use of Tactile Internet in education  can bring new definition and experience for distance learning and distance team - working.  In order to have  a natural haptic interaction of ou r limbs with video and audio feedback the response time of service should  be very low, i.e., the round trip  time o f few m illiseconds which can be only envisaged by 5G.",
case_study,"Whi le the initial use  case  for VR was  the  entertainment industry,  it also has relevance in education and training, and will have a big role in providing quality education and improving  understanding - based learning among students.  By t ailoring these services  to education ,  ( e.g . by , having  virtual t our s of the human body with the possibility of interacting with model s and moving  the  different  layers of  the  body ) ,  the  learning process can be  more fun and  much more interesting. This also  can bring  new experience s for distance learning ,  enabling the vir tual  presence of students (e.g.,  located  in suburban  area ) in the classroom . This type of service need s very high bandwidth (bi - directional) and very low latency (i.e., 2 � 4ms).",
case_study,"Similar to  the  VR,  AR  has  already  started  to  show  its  relevance  and  usefulness in education. Providing  the  necessary information can make contextualised learning ubiquitous  and pervasive.  AR can be an efficient way of providing  the  right amount of information at  the right time to  the right  audience .  Also, immersive AR can enable new way s of learning and team working in education  through services such as mobile cloud classroom and Virtual Presence .  Enhancing  the  learning experien ce  is not the only possible use  case for AR. It can also help teachers to get necessary information about each  student and be aware of their  particular need s and capabilities. The requirements for implementing such  services ,  including optimised routing, seamless wide - area coverage, virtual p resence, low delay speech &  video coding,  need to be considered .",
case_study,"By  combining  Tactile  Internet  and  VR ,  the  future  experience  in  teaching  and  learning could  go  far  beyond  today �s exp erience . This  can  remove  the  physical  location  constraint  for  experimental  practices , and  facilitate and  enable the  shar ing of  resources between  larger numbers of  students irrespective  of  their  current  location .  The  impact  would  be  more  significant  in  hands - on - experience with expensive equipment and fa cilities.",
case_study,"Individual access to a mobile device holds the promise to connect each learner into  intelligent  personalised  systems  that  can  suggest  learning  pathways,  enable  aggregated  analysis  and  through better data capture of learner  experiences enable much better decision making about all aspects  of a students� education.  Categorising students in different groups and suggesting different multi - media  contents can increase the load on the network. However, i n - network caching technologie s such as  Content  Centric  Networks  (CCN)  and  Inform ation  Centric  Networks  (ICN)  can  be  used  to  improve  efficiency  by  reducing the service response time and bandwidth consumption. ",
case_study,Today�s cloud - based  storage  services have  made  it possible  to access  files irrespective of device of use .  D ue to the centralised architecture of  cloud providers there is  a  notable delay  in access  to  the  content  even  with  a  relatively  fast  internet  connection.  Future  mobile  technology  will  4 enable single d evice content access anywhere by using distributed cloud and mobile edge computing. All  the  user needs is a device to access any of his personal content and stored file s .  Using this feature students  can  resume  their  work  at  a convenient  time  and  place  thro ugh  different  device s with  an  impression  of  immediate response time . ,
case_study,"Advances in mobile technology and robotics can open new opportunities  to assist students  with  especial  needs ,  making learning easier  for  them .  Cloud - based  ro bots  can  be  considered as  a  full - time  assistan t for  disabled  students,  helping  them  to  interact  with  the  education  environment and  their  peers . Rather than having  to call a teacher over for help ( which can cost both the  student  and  the  teacher  time  they  c o uld  be  using  more  productively )  the  student s can  take  care  of  the  issue with the help of their robot. ",
case_study,"IoT applications are affecting all aspect of our life, from smart  building to smart healthcare. However, one of the fast growing area of these applications is in education  which can improve our today�s teaching, learning and campus operating experience. IoT applications c an  also help us change the role of teachers in the classroom, reducing the burden of administrative load on  them  and  allowing  them  to  concentrate  more  on  individuals.  B eing  automatically  logged  into  the  classroom  as  soon  as  entering  to  the  class ,  being  dis tracted  by  a  signal  as  soon  as  losing  concentration  during lecture, real - time feedback to a lecturer about areas that students still have problem based on  the  real - time  analyses  of their  notes,  all  are  just  few  examples  of  how  IoT  and  connected  classroom  c an  enhance learning and teaching experience.",
case_study,Discover how we helped UPMC build an IT infrastructure for the future,
case_study,Learn how we�re helping Taiwan provide universal access to healthcare at a reasonable cost,
case_study,"Learn how an agile and scalable IT infrastructure and digital technologies can help you deliver highly connected, patient-driven care",
case_study,Transform your networks with our end-to-end portfolio of mission-critical railway communications solutions,
case_study,Our solutions are helping Trafikverket take railway communications to the next level,
case_study,"We�re helping SBB renew its data network to support a new platform for mission-critical operations, passenger services and business trafic",
case_study,"5G technology will expand business opportunities through monitoring, tracking and automation capabilities on a large scale - from connected farms and agriculture to smart cities and buildings. ",
case_study,"The high performance of 5G networks will make IoT more accessible by humans, to enhance the awareness of the context in which people live. Ericsson 5G system allows for the context awareness that allows you to fill the gap between people and IoT.",
case_study,"Sensors embedded in roads, railways, airfields and vehicles will communicate with each other through the 5G network. Ericsson is fully aware that this use case is focused on massive machine type communication and is working to ensure that the 5G network has the necessary high coverage and low power consumption.",
case_study,"It is now commonplace for most people to own mobile connected leisure wearables such as fitness trackers that actively capture, process and report real-time data that can then be accessed and assessed by the user. However, with the introduction of 5G, similar trackers will be able to make advantage of much faster connection speeds and ultimately transform the standard doctor/patient relationship around the world.  Clinical tracking devices and low-energy, low bit-rate sensors will allow doctors to remotely monitor and analyse patient�s vitals, activity and even potentially tell them whether the user has taken medication without the need to travel to a surgery or hospital location, freeing up vital time and resources to be used elsewhere. These devices are known as IoMT (Internet of Medical Things).  The data captured by IoMT devices will support fully-predicative analytics, greatly reducing the time it will take to detect a health issue and significantly increasing the accuracy of doctor�s diagnoses.",
case_study,"With 5G services, trips to your local doctor�s surgery could become a thing of the past. With the greatly improved data rates that 5G will bring, 3D ultra-HD live video streaming will allow you to connect with your GP in real-time and even access VR (virtual-reality) services simultaneously to help doctors to explain care and patients understand treatment.  These services are invaluable for those patients who are less able to access physical locations because of health issues or the rural location of their home.  Aside from patient care, the same remote streaming consultations could be used for professional training to other healthcare professionals around the world who would otherwise be confined to text-books or basic online learning resources. Using VR, medical students would be able to virtually follow a real-life example of patient care.",
case_study,"It may sound like something out of a science-fiction movie, but automated, assisted and fully-robotic services has already begun in surgeries around the world and will significantly improve with the introduction of 5G. This includes the use of haptic devices such as gloves, that allow a surgeon to wear a glove-like device to remotely move and �feel� the patient they are operating on from a different location.  The use of such robotic devices could be used for extremely long surgeries where a human surgeon could become fatigued or lose concentration over a long period of time. Also, they could be used as an assistant to a human surgeon, guiding and assessing the patient as the surgeon operates.",
case_study,"Potentially one of the oldest and most important techniques for diagnoses comes from scanning a patient�s body for clues and information in to their condition. With 5G, scanning could be achieved at a fraction of the time it currently takes and made available for review more quickly and to more healthcare professionals in near real-time. The services could also feed in to the video and VR capabilities that 5G would bring, allowing for multiple patient assessment and ultimately more accurate diagnosis.",
case_study,"  5G will provide real-time data in amazing ways and when used alongside agricultural practices, these new abilities to monitor, track and automate systems in lightning fast speed with will give rise to smart-farming.  Agricultural IoT (internet of things) devices will allow farmers to better measure things on a day-to-day basis. Things like crop communication; Allowing sensors to communicate moisture, fertilization and nutrition levels as well as report on current and predicted weather patterns to allow for improved crop management and livestock analysis; Monitoring of livestock maturity and nutrition, again using sensors to connect and transmit data to a central hub and allow farmers to know exactly when livestock is ready for processing.",
case_study,"The latest Ericsson ConsumerLab report reveals consumer and industry insights on the impact of 5G on the future of healthcare and its transformation across preventative, routine and post-operative care.",
case_study,"In order for the transformation of patient applications to happen, patient data will need to be stored centrally, effectively turning hospitals into data centers and doctors into data scientists. Patients will get online access to a central repository of medical records to help them easily manage the quality and efficiency of their care. 45 percent of the cross-industry experts consider this a breakthrough in healthcare provisioning, while 47 percent of telecom decision makers say that secure access is a key challenge.",
case_study," Improving lives through modernized IT operations  Sharp HealthCare caregivers can now access, store, and share data more efficiently through a more secure and available network. Cisco ACI and Splunk data-center solutions have dramatically reduced the time and effort of systems maintenance and audits, and obtained better infrastructure management monitoring and troubleshooting. ",
case_study," Connecting data centers on campus and beyond  As one of the fastest-growing universities in the state, UCCS uses Cisco ACI to support its rapid growth. UCCS connected data centers in remote campuses, boosted operational efficiency, and increased network security. The automated network has zero downtime, resulting in a stable environment for educators and students. ",
case_study,Learn how Cisco is working with Alaska DOT to improve safety on remote highways.,
case_study,"A startup homegrown out of Southeast Asia, Grab (formerly GrabTaxi) is a leading technology company that provides transportation and ride-hailing solutions to enable mobility across Southeast Asia. Established in 2012, Grab offers a wide portfolio of transportation solutions, ranging from a network of taxis (GrabTaxi) to a private car solution (GrabCar) to a two-wheeled solution to beat the traffic (GrabBike).  Now spread across 40 cities in 7 countries across Southeast Asia (as of April 2017), Grab is expanding rapidly around the region, to enable users and drivers with its mobile application to provide a seamless experience for moving people from one place to another. Regional IT Networks Manager Kevin Lam is responsible for building and managing the Grab corporate network for thousands of users who work at and visit Grab offices across Asia everyday.",
case_study, Transforming public transit in Austria  LINZ AG looked to solutions from the Internet of Things (IoT) and Cisco to convert its current system to a digital and connected transit system with enhanced services and an outstanding passenger experience. ,
case_study,"A consolidated single IP network provides real-time monitoring of rail conditions, more passenger services and less network downtime.",
case_study," The world�s busiest port just got busier  Running 24/7/365, the Port of Shanghai has earned its title as the world's largest shipping port, handling more than 40 million containers every year. How does the port do it? With an intelligent automation software running on Cisco HyperFlex. ",
case_study,     Legacy infrastructure had become hard to scale     IT lacked insight to improve operational efficiencies and customer experience ,
case_study," San Diego brings data insight to public transportation  The San Diego Metropolitan Transit System (MTS) provides transport to a large resident population each day, as well as hosting visitors and large events. The MTS worked with Cisco, Davra Networks, and Intel to provide real-time ETA arrival updates to passengers, predictive maintenance onboard vehicles, and telemetry data that can improve vehicle efficiency. ",
case_study,"Transport for Greater Manchester (TfGM) delivers and develops public transport  services for 2.55 million residents. It is the second largest metropolitan area in the  U.K. and the largest outside London. TfGM runs the Metrolink tram service, which  is undergoing a �1.4 billion expansion and modernization program, and operates  transport modal interchanges, bus stations, and bus stops. It is also responsible  for the day-to-day management of traffic signals on the city�s major highways. Having replaced the previous Greater Manchester Passenger Transport  Executive, the role of TfGM in the community has grown significantly. For  example, it assumed responsibility for developing an Urban Traffic Control  scheme designed to help ensure that the city�s traffic flows freely. In addition, it  has an increasingly important responsibility for passenger safety and security.   However, TfGM faced several challenges. The organization needed to standardize  and centralize its IT architecture, because each site had a separate infrastructure.  For example, 20 bus stations might have 20 different CCTV systems. Also,  although a single maintenance contract with one supplier was already in place,  that company had to support many different systems. �Previously we had an MPLS network that just supported corporate processes,�  says Rohan Mendis, ICT consultant for TfGM, �but to introduce services like  IP CCTV, we needed to upgrade to a new multiservice network with greater  capability.� So, before it could start on the all-important task of optimizing  transport operations, TfGM first needed a common IP platform over which it  could standardize IT services and operational processes.",
case_study," Modernizing to gain security and flexibility  Transpo Services is a small business that provides business services to moving and relocation industry clients. Today it offers employees the flexibility to work from home and stay connected on the go with a secure, easy-to-use remote login system--but it wasn't always this way. Faced with unreliable email, slow Internet connections, and the growing threat of ransomware, Transpo turned to Cisco for help modernizing its IT infrastructure. ",
case_study,"Transwestern and Metropolis Investment Holdings connected people, process, data, and things to building-wide IP network, transforming building efficiency and tenant experience.",
case_study," Focusing on security while customers focus on experience  Turkish Airlines serves more destinations in the world than any other airline carrier. The airline recently upgraded to Cisco AMP for Endpoints and Cisco Umbrella to gain more effective threat hunting and incident response capabilities, resulting in greater security for their customer and business data. ",
case_study,     Pionier in post-revalidatie met 150 pati�nten     Full stack Meraki netwerk beheerd in ��n dashboard     Inclusief gebruiksvriendelijke MV beveiligingscamera's ,
case_study,     Changed switches in all buildings within hours with configuration templates     Discovered over 200 medical devices with Meraki Enterprise Mobility Management     Educated new employees about entire Meraki network within 20 minutes ,
case_study,     Largest post-acute care provider in the US deploys HIPAA-compliant Cisco Meraki     Zero-touch deployment with easy centralized management     Site-to-site VPN connects remote branch locations securely ,
case_study,     ABHOW saves 67% over 3 years by replacing legacy solution with Cisco Meraki MXs     Seamlessly connected 15 branch locations with cloud enabled site-to-site VPN     Built a secure network to handle sensitive data and is fully HIPAA compliant ,
case_study,"     Audiology company with 60+ sites in AU uses Meraki MR, MX, MS, and EMM     IT team of 2 gets full visibility into potential network issues as they arise     EMM solution used to manage fleet of computers across growing number of clinics ",
case_study,"     New Zealand ambulance service relies on Meraki to serve 400,000 inhabitants     MR APs and MS Switches help transfer sensitive patient stats and digital docs     Painless deployment took only 5 minutes to configure MR APs in the head office ",
case_study,"     SWASFT provides emergency and urgent care services to 20% of mainland England     Cloud-managed Meraki APs allow employees to connect in the field or at stations     Based on location sizes, the IT team can use templates to roll out similar sites ",
case_study,"     Swiss-based manufacturer of shakers, bioreactors, and bioprocess software     Deployed Meraki switches and APs to centrally manage all branches     Custom settings control user devices and WiFi-enabled machinery ",
case_study,"     Rehabilitation clinic in southeast Switzerland sees 5,000 patients annually     Segmented SSIDs provide support for WiFi-dependant medical devices     Layer 7 application traffic shaping prevents bandwidth abuse ",
case_study,"      Cloud-based platform enables multi-site management over three medical divisions     150 Meraki APs provide full wireless coverage across all patient and guest areas     Over 8,500 distinct users access the network and transfer over 1.6 TB each month ",
case_study,     HIPAA-compliant network solution for nonprofit with 36 branches and 850 employees     Remote management capabilities of cloud-based platform greatly reduce on site visits     Layer 7 client fingerprinting and traffic analytics help shape access policies ,
case_study,"on-profit organization with 5,000+ employees across 38 agencies in 11 states Cloud-managed WiFi, switching, and security ensure HIPAA-compliant networking MX security appliances provide VPN network for access to health records and HR data",
case_study,     Healthcare management and consulting services firm deploys self-healing mesh network     Cloud-based management empowers one remote help desk to solve client issues     802.1X authentication and virtual guest isolation protect sensitive information ,
case_study,"     Multi-site nursing management company deploys HIPAA-compliant wireless network     Meraki dashboard makes centralized management easy, saves money and time     Visiting doctors and guests have secure wireless access, separate from the LAN ",
case_study,     Full stack IT solution keeps students and faculty connected across campus     Robust connectivity and zero lag make for a successful eSports program     Easy-to-manage security cameras keep students safe in dorms ,
case_study,     ?????????????????????????????????????????????????????????     Cisco Meraki????????????????????????????? ?Systems Manager EMM (MDM) ???     ?????????????????????????????????????????????????????????????? ?????????????????? ,
case_study,"     Community college deploys APs, switches, and security appliances on two campuses     Integration with Cisco ISE authenticates users onto Wi-Fi seamlessly     Visibility in the dashboard allows small IT team to quickly solve network issues ",
case_study,     Deployed Meraki to support digital learning initiatives across campuses     Multigigabit access points and switches future proof the network     Centralized management provides enhanced visibility in network analytics ,
case_study,     ?????????????????????????????????????     ??????????????????API????????????????????????MR ?????????MS ???????     ??????????????????????????????????????????? ,
case_study,"     College campus needed higher bandwidth and secure network access for students     Upgraded wireless, switching to support video learning and network connectivity     Preconfigured hardware before unboxing, ensuring an error-free deployment ",
case_study,"     One of the largest universities in Finland with 8,500 students     Hybrid network caused challenges due to lack of overview     Meraki dashboard makes monitoring and troubleshooting easy ",
case_study,"     Layer 2 to Layer 3 transition to improve bandwidth efficiency and management     Adoption of Meraki wireless, switching, security, and EMM across multiple sites     New campus in Surprise, AZ set up entirely using Meraki networking equipment ",
case_study,     550 mobile devices managed remotely with Meraki�s Systems Manager.     Geofencing rules control students� activities while on the school premises.     A full-stack Meraki solution enables seamless troubleshooting across the network. ,
case_study,     Universidad implementa AP Cisco Meraki     M�s de 4000 personas conectadas     112 puntos internos y 7 puntos externos ,
case_study,     High throughput wireless network with a growing user base     Consistent policies across wireless and wired networks     Delivered an improved wireless experience while integrating into existing infrastructure ,
case_study,     Seamless WiFi across high-density campus with Cisco Meraki wireless APs     Expansion of 802.11ac in campus buildings with the deployment of over 100 MR32s     Round-the-clock intrusion prevention in residential housing units with Air Marshal ,
case_study,"     Organisation provides education and support to those with autism     Composed of 6 units with numerous locations around Brugge, Belgium     Deployed Meraki APs, MX, and MDM for remote, centralised management ",
case_study,"     School providing primary and secondary education in Antwerp, Belgium     Deployed Meraki APs, security appliances, Layer 3 switch, and MDM     Unified, centralised dashboard makes management simple for small IT team ",
case_study,"     International university in Rome offering undergraduate and study abroad programs     Deployed Meraki APs, Layer 3 Access Switches, and Aggregation Switches     Benefiting from centralised management, visibility, and granular customisation ",
case_study,"     Spanish University provides bachelors, vocational, and postgraduate studies     Meraki 802.11n & 11ac APs provide reliable WiFi in high density campus     MDM profile on devices simplifies management and provides added security ",
case_study,     Australian higher education company deploys Meraki full stack worldwide     Dashboard provides visibility and helps IT team make modifications on the fly     Real-time analytics enable IT to prioritize resources and device updates ,
case_study,     French engineering school with 5 sites deploys Meraki APs & Security Appliances     Site-to-site VPN allows small IT team to easily manage distributed sites     Fine-grained settings ensure high performance in challenging WiFi environments ,
case_study,"     Multi-campus city college deploys cost-efficient WiFi to support 90,000+ students     Cloud management provides heightened visibility and control, saves IT staff's time     Thousands of clients transfer over 100 GB daily ",
case_study,     Syracuse's London campus provides WiFi to allow study-abroad students to call home     35 dual-radio APs provide reliable wireless coverage for students and staff     MX Security Appliances create site-to-site VPN tunnel to main Syracuse campus ,
case_study,     Leading Dutch academic research & cultural heritage institution deploys Cisco Meraki     Seamless 802.1X RADIUS integration with eduroam     Naturalis Biodiversity Center branded splash page designed using the dashboard ,
case_study,"     Independent schools in Milan deploy Cisco Meraki WiFi & switches across 6 locations     Seamless RADIUS integration enables simple, secure authentication for staff & pupils     Plug-and-play deployment enables each school to be live within a day ",
case_study,"     University research center provides wireless for 29 residential buildings     Single internet connection powers large mesh wireless network in rugged environment     Self-healing outdoor APs withstand storms, re-route traffic during connectivity loss ",
case_study,"     Cloud-managed WiFi and switching support 14,000+ students and BYOD for all campuses     Plug-and-play APs with mesh enable spontaneous creation of new learning spaces     One-click security configuration facilitates network segmentation ",
case_study,"     Meraki APs provide seamless WiFi for 12,000+ students across 3 campuses     Multiple SSIDs securely separate network access for different classes of users     IT staff has complete visibility of users and devices via web-based dashboard ",
case_study,"     Liberal arts college blankets 111 acre campus with wireless for over 1,100 students     1,500 clients access Meraki network each day, transferring over 180GB of data     Limited IT staff troubleshoots connectivity over the web, without special training ",
case_study,"     High performance Meraki APs provide coverage for 3,000 acre women's college     �Insanely fast� network installation with PoE and no per-AP configuration     Dashboard provides visibility into network performance and connected devices ",
case_study,"     Thousands of users over 20 campuses nationwide, managed over the web centrally     Hassle-free deployment of wireless access points � one day for each college campus     Superior control and reporting functionality ease IT burden ",
case_study,     Rapidly growing high-tech law school needs scalable wireless solution     70 APs deployed in one day with no downtime for users     Cloud-managed wireless offers built-in redundancy without requiring on-site support ,
case_study,"     Multi-discipline school in Denmark provides specialized skills courses for students     Meraki APs offer robust wireless for daytime students, boarding students, and guests     Active Directory with captive portal required for student authentication ",
case_study,"     Beacon status sixth-form college rolls out full WiFi coverage across 14-acre campus     100+ Meraki wireless APs installed in 2 weeks     1,800 students plus staff enjoy fast, reliable WiFi connectivity for the first time ",
case_study,"11,000+ students across 3 campuses served by 100 APs and 3 security appliances College branded splash pages used for staff/student and guest login Entire network managed without dedicated staff",
case_study,     Meraki access points provide seamless and reliable coverage a massive campus     Complaints about the performance of the University�s WiFi fall to zero     Meraki enables the University to prevent unauthorized guests onto the network ,
case_study,"     After an incident occurred in the dorms, the school needed improved cameras     Deployed one hundred security cameras across campus     Students now feel safer and more secure since the new cameras were deployed ",
case_study,     Need to update network connectivity in the district     Desire to provide one-to-one technology solutions     Need for a flexible and scalable network solution ,
case_study,"Established in 2000, Fondazione Milano is formed of four independent schools specialising in Music, Languages, Drama & Film/Television. The schools educate more than 2,500 students with over 400 staff members that are distributed across six campuses in Milan, Italy.",
case_study,"Hanyang  University  (university  president  Lee  Yeongmu),  which  pride s  itself  as  the  best  in  university  informatization,   making  a  great  achievement  again.  Hanyang  University  is  implementing  the  �New  Hanyang  2020�  project  to  become   one of  the  top 100 global universities in 2039 when it will celebrate its centennial  year . As part of laying the foundation  for the project, Hanyang Univ ersity completed phase 1 of the Hanyang Cloud Center project that integrates data centers  at the Hanyang University Seoul campus, ERICA campus, and Hanyang Women�s University . It is  significant  that Hanyang  Cloud  Center  is  designed  to  implement  SDN  (Softwa re  Defined  Networking)  to  respond  to  the  rapidly  changing   environment, and upgraded the IT infrastructure (wired/wireless backbone, server farm, security) in a future -oriented  way.  Hanyang  Cloud  Center  plans  to  provide  the  optimal  service  to  all  school  mem bers  by   continuously  advancing  its  infrastructure  to improve cost structure , as well as system operation efficiency by concentrating its  IT resources  on  the  Hanyang School Foundation  at  Hanyang Cloud Center. <Editor",
case_study,"Connected School buses help schools improve safety, efficiency, mobility and productivity with onboard Wi-Fi and video surveillance. ",
case_study,     Provide a more engaging alternative to traditional rote learning     Role-model concepts like gamification and problem solving with teachers and students across the country ,
case_study," Safeguarding students and staff at scale  Located northwest of Dallas, the Lewisville Independent School District (ISD) needed an affordable, effective way to secure their 53,000 students and 6,000 staff members. Learn how Cisco�s security architecture, based on Cisco Umbrella and Cisco Firepower Next-Generation Firewall, exceeded their expectations. ",
case_study," A secure approach to networking and research  Montana State University (MSU) is a leading public research university, ranking in the top 3 percent nationwide and investing more than $130 million annually. The university's commitment to learning, discovery, and engagement extends to IT. MSU uses Cisco Digital Network Architecture (DNA) with Software-Defined Access (SD-Access) and collaboration solutions to help push the boundaries of research. ",
